cycle_id,mode,actuator,total_latency_ns,processing_time_ns,lock_wait_ns,deadline_met,lateness_ns
252,baseline,Gripper,1396300,800,7100,true,0
252,baseline,Motor,1435100,300,2300,true,0
252,baseline,Stabilizer,1468100,300,3100,true,0
253,baseline,,2530486700,486700,100,false,286700
253,baseline,Gripper,160300,200,2100,true,0
253,baseline,Motor,172300,100,600,true,0
253,baseline,Stabilizer,179000,0,900,true,0
254,baseline,,2540289800,289800,200,false,89800
254,baseline,Gripper,133600,500,1800,true,0
254,baseline,Motor,144200,500,3700,true,0
254,baseline,Stabilizer,154300,100,1500,true,0
255,baseline,,2550592500,592500,0,false,392500
255,baseline,Gripper,327500,5600,13000,true,0
255,baseline,Motor,359200,200,2700,true,0
255,baseline,Stabilizer,367800,300,2900,true,0
256,baseline,,2560232700,232700,100,false,32700
256,baseline,Gripper,322300,300,3100,true,0
256,baseline,Motor,412200,500,4400,true,0
256,baseline,Stabilizer,421600,600,6300,true,0
257,baseline,Gripper,74900,200,4300,true,0
257,baseline,Motor,77800,300,3300,true,0
257,baseline,Stabilizer,77700,400,3200,true,0
257,baseline,,2571071400,1071400,200,false,871400
258,baseline,,2580327200,327200,100,false,127200
258,baseline,Motor,118800,300,3600,true,0
258,baseline,Stabilizer,124100,200,2700,true,0
258,baseline,Gripper,127700,200,2500,true,0
259,baseline,,2590277000,277000,100,false,77000
259,baseline,Motor,325900,22700,1900,true,0
259,baseline,Stabilizer,417300,67900,2100,true,0
259,baseline,Gripper,474300,96100,1700,true,0
260,baseline,,2600314400,314400,100,false,114400
260,baseline,Stabilizer,284000,200,1500,true,0
260,baseline,Motor,400100,200,2100,true,0
260,baseline,Gripper,402700,300,3300,true,0
261,baseline,,2610431300,431300,100,false,231300
261,baseline,Stabilizer,226000,400,2700,true,0
261,baseline,Motor,235200,300,2400,true,0
261,baseline,Gripper,243600,100,700,true,0
262,baseline,,2620319100,319100,100,false,119100
262,baseline,Gripper,115500,100,1200,true,0
262,baseline,Motor,124800,0,900,true,0
262,baseline,Stabilizer,130800,100,600,true,0
263,baseline,,2630466200,466200,0,false,266200
263,baseline,Gripper,198000,200,2300,true,0
263,baseline,Motor,261300,200,1800,true,0
263,baseline,Stabilizer,262800,200,2200,true,0
264,baseline,,2640522800,522800,100,false,322800
264,baseline,Gripper,343500,400,6000,true,0
264,baseline,Stabilizer,346700,800,6300,true,0
264,baseline,Motor,391500,100,1300,true,0
265,baseline,,2650656300,656300,100,false,456300
265,baseline,Stabilizer,158900,200,1800,true,0
265,baseline,Gripper,227000,100,2100,true,0
265,baseline,Motor,339800,200,1400,true,0
266,baseline,,2660693300,693300,100,false,493300
266,baseline,Motor,108300,200,1300,true,0
266,baseline,Stabilizer,110900,200,2900,true,0
266,baseline,Gripper,223500,200,1800,true,0
267,baseline,,2670885500,885500,100,false,685500
267,baseline,Gripper,559300,300,2300,true,0
267,baseline,Motor,569900,100,700,true,0
267,baseline,Stabilizer,579600,100,1300,true,0
268,baseline,,2680214900,214900,200,false,14900
268,baseline,Motor,150500,100,1800,true,0
268,baseline,Stabilizer,161700,100,1100,true,0
268,baseline,Gripper,268600,100,2000,true,0
269,baseline,,2690407700,407700,100,false,207700
269,baseline,Gripper,151900,400,2000,true,0
269,baseline,Stabilizer,168700,100,700,true,0
269,baseline,Motor,169300,400,4000,true,0
270,baseline,,2700318500,318500,0,false,118500
270,baseline,Gripper,333000,100,25400,true,0
270,baseline,Motor,389800,200,2300,true,0
270,baseline,Stabilizer,392600,200,3200,true,0
271,baseline,,2710493100,493100,100,false,293100
271,baseline,Gripper,289900,100,1800,true,0
271,baseline,Stabilizer,367700,200,2200,true,0
271,baseline,Motor,371400,300,2700,true,0
272,baseline,,2720723100,723100,0,false,523100
272,baseline,Gripper,168600,300,2500,true,0
272,baseline,Motor,254900,300,3000,true,0
272,baseline,Stabilizer,270900,100,800,true,0
273,baseline,,2730599200,599200,100,false,399200
273,baseline,Gripper,228600,200,2300,true,0
273,baseline,Stabilizer,318600,200,2400,true,0
273,baseline,Motor,323000,200,3000,true,0
274,baseline,,2740612300,612300,100,false,412300
274,baseline,Gripper,99500,200,1600,true,0
274,baseline,Motor,206600,100,1800,true,0
274,baseline,Stabilizer,233300,200,4200,true,0
275,baseline,,2750659200,659200,100,false,459200
275,baseline,Gripper,146400,300,3800,true,0
275,baseline,Motor,159500,100,1300,true,0
275,baseline,Stabilizer,173200,100,700,true,0
276,baseline,,2760432400,432400,0,false,232400
276,baseline,Motor,217200,200,1700,true,0
276,baseline,Stabilizer,224700,200,2500,true,0
276,baseline,Gripper,299900,200,2200,true,0
277,baseline,,2770326600,326600,100,false,126600
277,baseline,Gripper,330800,400,75900,true,0
277,baseline,Motor,341400,200,1000,true,0
277,baseline,Stabilizer,348900,0,500,true,0
278,baseline,,2780476700,476700,100,false,276700
278,baseline,Gripper,244800,200,1900,true,0
278,baseline,Stabilizer,332600,100,2400,true,0
278,baseline,Motor,336200,300,2900,true,0
279,baseline,,2790411700,411700,100,false,211700
279,baseline,Gripper,300800,21400,1700,true,0
279,baseline,Motor,389600,72700,2000,true,0
279,baseline,Stabilizer,450300,39900,4800,true,0
280,baseline,,2800821700,821700,100,false,621700
280,baseline,Stabilizer,241500,200,2500,true,0
280,baseline,Motor,343100,300,3100,true,0
280,baseline,Gripper,377200,300,6700,true,0
281,baseline,,2810654100,654100,100,false,454100
281,baseline,Gripper,231900,200,2000,true,0
281,baseline,Stabilizer,326500,200,2200,true,0
281,baseline,Motor,330900,300,3200,true,0
282,baseline,,2821003000,1003000,100,false,803000
282,baseline,Gripper,126800,200,1700,true,0
282,baseline,Motor,136200,0,700,true,0
282,baseline,Stabilizer,145700,100,1200,true,0
283,baseline,,2830436100,436100,100,false,236100
283,baseline,Stabilizer,94700,200,1700,true,0
283,baseline,Gripper,110900,200,1600,true,0
283,baseline,Motor,228000,200,1700,true,0
284,baseline,,2840681500,681500,100,false,481500
284,baseline,Gripper,118800,200,1700,true,0
284,baseline,Motor,124000,200,2400,true,0
284,baseline,Stabilizer,129200,0,400,true,0
285,baseline,,2850374200,374200,0,false,174200
285,baseline,Gripper,92000,200,2600,true,0
285,baseline,Motor,100200,100,400,true,0
285,baseline,Stabilizer,107500,100,900,true,0
286,baseline,,2860586200,586200,0,false,386200
286,baseline,Stabilizer,178900,200,2100,true,0
286,baseline,Gripper,294800,200,1700,true,0
286,baseline,Motor,367100,200,2000,true,0
287,baseline,Gripper,49200,300,4600,true,0
287,baseline,Motor,52300,200,3500,true,0
287,baseline,Stabilizer,64500,100,900,true,0
287,baseline,,2870467700,467700,100,false,267700
288,baseline,,2880552000,552000,0,false,352000
288,baseline,Gripper,72400,200,18900,true,0
288,baseline,Motor,78300,100,900,true,0
288,baseline,Stabilizer,83000,200,1200,true,0
289,baseline,,2890418900,418900,100,false,218900
289,baseline,Motor,187000,400,2700,true,0
289,baseline,Stabilizer,190100,300,3200,true,0
289,baseline,Gripper,258800,300,2200,true,0
290,baseline,,2900886900,886900,100,false,686900
290,baseline,Gripper,109000,400,4200,true,0
290,baseline,Motor,170400,300,1300,true,0
290,baseline,Stabilizer,180300,100,900,true,0
291,baseline,,2910184700,184700,100,true,0
291,baseline,Stabilizer,200300,200,1500,true,0
291,baseline,Gripper,267900,200,1700,true,0
291,baseline,Motor,333400,100,1700,true,0
292,baseline,Gripper,171700,400,5200,true,0
292,baseline,,2920712400,712400,400,false,512400
292,baseline,Stabilizer,193100,100,1500,true,0
292,baseline,Motor,257400,400,3500,true,0
293,baseline,,2930196600,196600,100,true,0
293,baseline,Gripper,286600,100,1900,true,0
293,baseline,Motor,384100,200,1800,true,0
293,baseline,Stabilizer,389400,200,2000,true,0
294,baseline,,2940500400,500400,0,false,300400
294,baseline,Stabilizer,218000,300,3200,true,0
294,baseline,Gripper,301000,500,5200,true,0
294,baseline,Motor,385200,400,7100,true,0
295,baseline,,2950404700,404700,100,false,204700
295,baseline,Stabilizer,168900,200,2200,true,0
295,baseline,Gripper,214000,200,1900,true,0
295,baseline,Motor,274100,200,2200,true,0
296,baseline,,2960272700,272700,0,false,72700
296,baseline,Stabilizer,171100,200,1800,true,0
296,baseline,Gripper,244800,100,1700,true,0
296,baseline,Motor,337200,200,15100,true,0
297,baseline,,2970572600,572600,100,false,372600
297,baseline,Gripper,440900,300,3000,true,0
297,baseline,Motor,455100,100,1800,true,0
297,baseline,Stabilizer,464900,100,600,true,0
298,baseline,,2980306800,306800,100,false,106800
298,baseline,Gripper,84400,200,1200,true,0
298,baseline,Motor,90600,300,2600,true,0
298,baseline,Stabilizer,92300,100,800,true,0
299,baseline,Gripper,297300,65500,3900,true,0
299,baseline,Stabilizer,372600,14600,1900,true,0
299,baseline,Motor,475100,200200,2500,true,0
299,baseline,,2991525300,1525300,100,false,1325300
300,baseline,,3000271000,271000,100,false,71000
300,baseline,Motor,234800,300,2300,true,0
300,baseline,Stabilizer,246500,100,1000,true,0
300,baseline,Gripper,365000,300,3400,true,0
301,baseline,,3010314400,314400,100,false,114400
301,baseline,Motor,125500,300,7000,true,0
301,baseline,Stabilizer,137700,300,2400,true,0
301,baseline,Gripper,272000,700,15500,true,0
302,baseline,,3020303600,303600,200,false,103600
302,baseline,Motor,235200,300,3000,true,0
302,baseline,Stabilizer,236900,300,2300,true,0
302,baseline,Gripper,323500,300,8400,true,0
303,baseline,,3030300500,300500,100,false,100500
303,baseline,Stabilizer,165300,200,1800,true,0
303,baseline,Motor,275000,200,1700,true,0
303,baseline,Gripper,365600,200,2300,true,0
304,baseline,,3040357900,357900,100,false,157900
304,baseline,Gripper,140000,600,1800,true,0
304,baseline,Motor,163700,400,2700,true,0
304,baseline,Stabilizer,188500,300,12600,true,0
305,baseline,,3050386200,386200,100,false,186200
305,baseline,Stabilizer,80900,400,2600,true,0
305,baseline,Gripper,81100,200,2600,true,0
305,baseline,Motor,80900,300,2600,true,0
306,baseline,,3060365000,365000,200,false,165000
306,baseline,Motor,75600,400,2900,true,0
306,baseline,Gripper,84200,400,3100,true,0
306,baseline,Stabilizer,84900,200,2400,true,0
307,baseline,,3070495000,495000,100,false,295000
307,baseline,Gripper,349400,400,3800,true,0
307,baseline,Stabilizer,349400,400,3700,true,0
307,baseline,Motor,388100,500,4700,true,0
308,baseline,,3080355200,355200,100,false,155200
308,baseline,Stabilizer,274500,400,42400,true,0
308,baseline,Motor,295700,300,3000,true,0
308,baseline,Gripper,295700,300,3200,true,0
309,baseline,,3090556000,556000,100,false,356000
309,baseline,Gripper,144900,300,3000,true,0
309,baseline,Motor,146200,300,1400,true,0
309,baseline,Stabilizer,174000,300,7300,true,0
310,baseline,,3100169700,169700,100,true,0
310,baseline,Motor,68700,300,2800,true,0
310,baseline,Stabilizer,82900,100,1000,true,0
310,baseline,Gripper,96500,100,1300,true,0
311,baseline,,3110349100,349100,100,false,149100
311,baseline,Motor,88500,500,3100,true,0
311,baseline,Gripper,127700,200,3000,true,0
311,baseline,Stabilizer,130100,0,1000,true,0
312,baseline,,3120424500,424500,200,false,224500
312,baseline,Motor,128100,300,1800,true,0
312,baseline,Gripper,142700,300,4400,true,0
312,baseline,Stabilizer,377000,400,3900,true,0
313,baseline,,3130325200,325200,100,false,125200
313,baseline,Motor,239800,400,2600,true,0
313,baseline,Stabilizer,257700,400,6700,true,0
313,baseline,Gripper,341500,300,2900,true,0
314,baseline,,3140481600,481600,0,false,281600
314,baseline,Gripper,118100,400,3700,true,0
314,baseline,Motor,136600,100,1400,true,0
314,baseline,Stabilizer,155600,300,28600,true,0
315,baseline,,3150616700,616700,100,false,416700
315,baseline,Gripper,97700,400,3200,true,0
315,baseline,Motor,115400,100,1100,true,0
315,baseline,Stabilizer,121500,100,1400,true,0
316,baseline,Gripper,52300,300,3300,true,0
316,baseline,Motor,68400,100,1300,true,0
316,baseline,Stabilizer,70100,100,800,true,0
316,baseline,,3160325800,325800,300,false,125800
317,baseline,,3170627800,627800,200,false,427800
317,baseline,Gripper,99800,300,2600,true,0
317,baseline,Motor,102600,600,4800,true,0
317,baseline,Stabilizer,117300,400,3900,true,0
318,baseline,Gripper,58900,200,3600,true,0
318,baseline,,3180285200,285200,100,false,85200
318,baseline,Stabilizer,75100,300,2200,true,0
318,baseline,Motor,89100,100,900,true,0
319,baseline,,3190418100,418100,200,false,218100
319,baseline,Gripper,121700,40000,2400,true,0
319,baseline,Stabilizer,158000,67300,4200,true,0
319,baseline,Motor,204700,110600,1100,true,0
320,baseline,,3200661900,661900,0,false,461900
320,baseline,Motor,149900,300,3200,true,0
320,baseline,Stabilizer,155500,100,1100,true,0
320,baseline,Gripper,167600,300,16400,true,0
321,baseline,,3210316500,316500,100,false,116500
321,baseline,Motor,278500,900,6100,true,0
321,baseline,Gripper,292000,300,2900,true,0
321,baseline,Stabilizer,292000,300,2900,true,0
322,baseline,,3220595300,595300,100,false,395300
322,baseline,Motor,177000,300,3300,true,0
322,baseline,Gripper,215900,300,3800,true,0
322,baseline,Stabilizer,311800,300,3900,true,0
323,baseline,,3230680200,680200,200,false,480200
323,baseline,Stabilizer,54300,200,1800,true,0
323,baseline,Motor,54600,300,2000,true,0
323,baseline,Gripper,56800,200,1600,true,0
324,baseline,,3240388200,388200,100,false,188200
324,baseline,Stabilizer,135600,300,2200,true,0
324,baseline,Motor,265300,200,2000,true,0
324,baseline,Gripper,265300,200,2000,true,0
325,baseline,,3250492900,492900,200,false,292900
325,baseline,Gripper,124300,200,1200,true,0
325,baseline,Motor,125200,300,2600,true,0
325,baseline,Stabilizer,168900,200,2300,true,0
326,baseline,,3260601100,601100,100,false,401100
326,baseline,Motor,92700,400,1700,true,0
326,baseline,Gripper,93500,0,1300,true,0
326,baseline,Stabilizer,116800,200,15300,true,0
327,baseline,Motor,91400,500,4300,true,0
327,baseline,Gripper,92600,500,4200,true,0
327,baseline,,3270263300,263300,200,false,63300
327,baseline,Stabilizer,151100,100,1800,true,0
328,baseline,Gripper,62400,300,3500,true,0
328,baseline,,3280447300,447300,100,false,247300
328,baseline,Stabilizer,73600,100,1100,true,0
328,baseline,Motor,74300,100,1300,true,0
329,baseline,,3290523600,523600,200,false,323600
329,baseline,Gripper,260800,200,1500,true,0
329,baseline,Stabilizer,281400,200,2700,true,0
329,baseline,Motor,419200,200,1900,true,0
330,baseline,Gripper,45500,100,2900,true,0
330,baseline,Motor,55400,100,500,true,0
330,baseline,Stabilizer,62600,100,400,true,0
330,baseline,,3300143600,143600,100,true,0
331,baseline,,3310639700,639700,100,false,439700
331,baseline,Gripper,158300,300,1500,true,0
331,baseline,Stabilizer,246800,300,2000,true,0
331,baseline,Motor,330200,200,3000,true,0
332,baseline,,3320646200,646200,200,false,446200
332,baseline,Motor,261500,300,3100,true,0
332,baseline,Stabilizer,293200,300,13100,true,0
332,baseline,Gripper,322100,400,4800,true,0
333,baseline,Motor,67700,300,2000,true,0
333,baseline,,3330678700,678700,100,false,478700
333,baseline,Stabilizer,77600,100,700,true,0
333,baseline,Gripper,78500,100,1800,true,0
334,baseline,,3340328200,328200,100,false,128200
334,baseline,Gripper,63800,500,4400,true,0
334,baseline,Motor,71900,200,1000,true,0
334,baseline,Stabilizer,75900,200,900,true,0
335,baseline,,3350304800,304800,0,false,104800
335,baseline,Gripper,233000,200,2200,true,0
335,baseline,Motor,243700,200,1200,true,0
335,baseline,Stabilizer,252400,100,800,true,0
336,baseline,,3360695000,695000,100,false,495000
336,baseline,Gripper,287400,200,2300,true,0
336,baseline,Stabilizer,407000,200,1900,true,0
336,baseline,Motor,410000,200,2600,true,0
337,baseline,,3370516600,516600,100,false,316600
337,baseline,Gripper,324500,200,7900,true,0
337,baseline,Motor,404000,700,4900,true,0
337,baseline,Stabilizer,409900,600,7600,true,0
338,baseline,Gripper,50800,300,3200,true,0
338,baseline,Motor,63800,100,700,true,0
338,baseline,Stabilizer,71900,100,800,true,0
338,baseline,,3380557700,557700,300,false,357700
339,baseline,,3390322200,322200,100,false,122200
339,baseline,Stabilizer,306000,38400,2000,true,0
339,baseline,Gripper,319200,20500,1600,true,0
339,baseline,Motor,416000,23900,1800,true,0
340,baseline,,3400403400,403400,0,false,203400
340,baseline,Gripper,262900,300,1700,true,0
340,baseline,Motor,293600,300,3500,true,0
340,baseline,Stabilizer,320800,200,1500,true,0
341,baseline,,3410354700,354700,200,false,154700
341,baseline,Gripper,124200,200,3000,true,0
341,baseline,Motor,125500,300,2400,true,0
341,baseline,Stabilizer,139900,300,1700,true,0
342,baseline,,3420411800,411800,300,false,211800
342,baseline,Motor,204800,400,5000,true,0
342,baseline,Stabilizer,210100,200,1800,true,0
342,baseline,Gripper,210000,600,3800,true,0
343,baseline,,3430366700,366700,0,false,166700
343,baseline,Gripper,292900,200,1800,true,0
343,baseline,Motor,455500,100,2400,true,0
343,baseline,Stabilizer,457000,200,2500,true,0
344,baseline,,3440602600,602600,0,false,402600
344,baseline,Stabilizer,245900,1000,1500,true,0
344,baseline,Gripper,285900,300,6200,true,0
344,baseline,Motor,369600,300,3000,true,0
345,baseline,,3450349800,349800,100,false,149800
345,baseline,Gripper,75900,300,2700,true,0
345,baseline,Motor,87500,100,800,true,0
345,baseline,Stabilizer,121000,0,24900,true,0
346,baseline,,3460406000,406000,100,false,206000
346,baseline,Stabilizer,227300,900,4200,true,0
346,baseline,Gripper,234700,200,3100,true,0
346,baseline,Motor,329700,200,2100,true,0
347,baseline,,3470253200,253200,200,false,53200
347,baseline,Motor,222000,900,2800,true,0
347,baseline,Gripper,227900,600,3000,true,0
347,baseline,Stabilizer,353100,500,8500,true,0
348,baseline,,3480476100,476100,0,false,276100
348,baseline,Gripper,224000,200,1600,true,0
348,baseline,Stabilizer,271400,200,23400,true,0
348,baseline,Motor,379900,300,2800,true,0
349,baseline,,3490352500,352500,100,false,152500
349,baseline,Gripper,136300,400,2600,true,0
349,baseline,Motor,146900,100,900,true,0
349,baseline,Stabilizer,154600,100,900,true,0
350,baseline,,3508152900,8152900,100,false,7952900
350,baseline,Stabilizer,1089500,400,3300,true,0
350,baseline,Gripper,1089500,400,3300,true,0
350,baseline,Motor,1091200,400,3300,true,0
351,baseline,Gripper,48100,200,1800,true,0
351,baseline,Motor,57900,0,800,true,0
351,baseline,,3510486500,486500,100,false,286500
351,baseline,Stabilizer,177900,200,1800,true,0
352,baseline,,3520462000,462000,100,false,262000
352,baseline,Motor,70800,500,3300,true,0
352,baseline,Gripper,73700,400,3100,true,0
352,baseline,Stabilizer,84700,200,1000,true,0
353,baseline,Motor,54200,200,2800,true,0
353,baseline,Gripper,62100,200,1800,true,0
353,baseline,Stabilizer,76200,400,4000,true,0
353,baseline,,3530280000,280000,100,false,80000
354,baseline,,3540446200,446200,200,false,246200
354,baseline,Gripper,60700,400,3400,true,0
354,baseline,Motor,63300,200,2100,true,0
354,baseline,Stabilizer,75200,100,1000,true,0
355,baseline,,3550134200,134200,200,true,0
355,baseline,Gripper,94200,400,1900,true,0
355,baseline,Motor,108700,100,1300,true,0
355,baseline,Stabilizer,159500,500,3500,true,0
356,baseline,,3560306900,306900,200,false,106900
356,baseline,Stabilizer,78400,400,3100,true,0
356,baseline,Motor,82800,200,1400,true,0
356,baseline,Gripper,91800,400,3800,true,0
357,baseline,,3570371500,371500,200,false,171500
357,baseline,Gripper,86500,300,3200,true,0
357,baseline,Stabilizer,95800,300,2800,true,0
357,baseline,Motor,102300,100,1300,true,0
358,baseline,,3580313500,313500,100,false,113500
358,baseline,Gripper,98000,200,1400,true,0
358,baseline,Stabilizer,108000,500,3600,true,0
358,baseline,Motor,114000,100,1200,true,0
359,baseline,,3590260400,260400,200,false,60400
359,baseline,Motor,168900,41100,23100,true,0
359,baseline,Stabilizer,216100,97500,2500,true,0
359,baseline,Gripper,277700,153100,2400,true,0
360,baseline,,3600263200,263200,100,false,63200
360,baseline,Motor,256600,700,4900,true,0
360,baseline,Stabilizer,261600,600,3600,true,0
360,baseline,Gripper,275900,300,1500,true,0
361,baseline,,3610367300,367300,100,false,167300
361,baseline,Gripper,124700,300,3500,true,0
361,baseline,Motor,129400,300,2600,true,0
361,baseline,Stabilizer,132200,200,2500,true,0
362,baseline,,3620545400,545400,100,false,345400
362,baseline,Gripper,83500,200,1400,true,0
362,baseline,Stabilizer,115400,400,2800,true,0
362,baseline,Motor,138200,900,8700,true,0
363,baseline,,3630550700,550700,100,false,350700
363,baseline,Stabilizer,57400,200,1500,true,0
363,baseline,Gripper,89100,300,2800,true,0
363,baseline,Motor,98300,1000,7100,true,0
364,baseline,,3640424700,424700,100,false,224700
364,baseline,Gripper,78900,300,1400,true,0
364,baseline,Stabilizer,102700,300,2900,true,0
364,baseline,Motor,128900,200,2400,true,0
365,baseline,Gripper,95300,500,5300,true,0
365,baseline,,3650472900,472900,500,false,272900
365,baseline,Motor,136700,300,1500,true,0
365,baseline,Stabilizer,147100,500,2900,true,0
366,baseline,,3660536900,536900,100,false,336900
366,baseline,Motor,78200,300,2800,true,0
366,baseline,Stabilizer,91500,100,800,true,0
366,baseline,Gripper,115600,600,4100,true,0
367,baseline,,3670484100,484100,100,false,284100
367,baseline,Gripper,124100,200,1700,true,0
367,baseline,Motor,133800,300,2600,true,0
367,baseline,Stabilizer,136200,200,2200,true,0
368,baseline,,3680283100,283100,0,false,83100
368,baseline,Gripper,171800,200,1300,true,0
368,baseline,Stabilizer,182600,400,2000,true,0
368,baseline,Motor,184800,200,2700,true,0
369,baseline,,3690096600,96600,100,true,0
369,baseline,Gripper,108900,200,1400,true,0
369,baseline,Motor,116900,300,1700,true,0
369,baseline,Stabilizer,168900,900,6200,true,0
370,baseline,,3700369300,369300,100,false,169300
370,baseline,Gripper,238300,300,2900,true,0
370,baseline,Stabilizer,241500,100,1400,true,0
370,baseline,Motor,247700,400,4300,true,0
371,baseline,,3710178100,178100,100,true,0
371,baseline,Motor,45100,100,1900,true,0
371,baseline,Stabilizer,50700,200,2000,true,0
371,baseline,Gripper,185700,200,2300,true,0
372,baseline,,3720223200,223200,100,false,23200
372,baseline,Gripper,140100,400,4500,true,0
372,baseline,Stabilizer,148300,300,3200,true,0
372,baseline,Motor,158000,400,3200,true,0
373,baseline,,3730156300,156300,0,true,0
373,baseline,Motor,89700,300,1500,true,0
373,baseline,Stabilizer,101100,200,4500,true,0
373,baseline,Gripper,224200,200,2500,true,0
374,baseline,,3740569100,569100,0,false,369100
374,baseline,Gripper,82300,200,1000,true,0
374,baseline,Stabilizer,117000,200,2600,true,0
374,baseline,Motor,208900,300,2900,true,0
375,baseline,,3750174600,174600,100,true,0
375,baseline,Motor,93500,300,2800,true,0
375,baseline,Gripper,108500,800,6000,true,0
375,baseline,Stabilizer,119200,400,4700,true,0
376,baseline,,3760245700,245700,100,false,45700
376,baseline,Gripper,52100,400,3800,true,0
376,baseline,Motor,53200,300,1900,true,0
376,baseline,Stabilizer,64700,200,2400,true,0
377,baseline,,3770470300,470300,0,false,270300
377,baseline,Motor,105100,300,3100,true,0
377,baseline,Gripper,110100,400,2700,true,0
377,baseline,Stabilizer,118900,200,1500,true,0
378,baseline,,3780389500,389500,100,false,189500
378,baseline,Gripper,181400,300,1400,true,0
378,baseline,Stabilizer,187300,100,900,true,0
378,baseline,Motor,250400,1400,4500,true,0
379,baseline,,3790455900,455900,0,false,255900
379,baseline,Gripper,132000,20300,5100,true,0
379,baseline,Motor,177100,48100,2300,true,0
379,baseline,Stabilizer,233800,50700,1700,true,0
380,baseline,,3800217100,217100,0,false,17100
380,baseline,Gripper,131600,300,3400,true,0
380,baseline,Motor,149300,200,1600,true,0
380,baseline,Stabilizer,301000,300,3300,true,0
381,baseline,,3810309000,309000,0,false,109000
381,baseline,Motor,78800,200,700,true,0
381,baseline,Gripper,80000,100,1600,true,0
381,baseline,Stabilizer,251000,300,2800,true,0
382,baseline,,3820158100,158100,0,true,0
382,baseline,Gripper,50200,200,1300,true,0
382,baseline,Stabilizer,69900,300,2700,true,0
382,baseline,Motor,69900,300,2700,true,0
383,baseline,,3830077000,77000,100,true,0
383,baseline,Gripper,38400,200,2600,true,0
383,baseline,Stabilizer,39500,200,1300,true,0
383,baseline,Motor,169700,100,1900,true,0
384,baseline,,3840408900,408900,100,false,208900
384,baseline,Gripper,270700,300,2700,true,0
384,baseline,Stabilizer,271800,300,2700,true,0
384,baseline,Motor,273100,200,2300,true,0
385,baseline,,3850092500,92500,100,true,0
385,baseline,Gripper,303800,500,3500,true,0
385,baseline,Motor,407800,300,3700,true,0
385,baseline,Stabilizer,412200,300,4900,true,0
386,baseline,,3860760100,760100,200,false,560100
386,baseline,Gripper,129600,300,3200,true,0
386,baseline,Stabilizer,146300,100,400,true,0
386,baseline,Motor,153600,200,2700,true,0
387,baseline,,3870684900,684900,100,false,484900
387,baseline,Stabilizer,122200,500,14400,true,0
387,baseline,Gripper,251500,300,3000,true,0
387,baseline,Motor,255700,300,3200,true,0
388,baseline,Gripper,212900,300,2400,true,0
388,baseline,Motor,217500,200,2200,true,0
388,baseline,Stabilizer,224400,100,400,true,0
388,baseline,,3880364000,364000,100,false,164000
389,baseline,,3890927200,927200,0,false,727200
389,baseline,Stabilizer,152400,300,2500,true,0
389,baseline,Gripper,152700,200,2500,true,0
389,baseline,Motor,329500,300,3000,true,0
390,baseline,,3900216900,216900,200,false,16900
390,baseline,Motor,182500,300,3500,true,0
390,baseline,Gripper,189400,500,3900,true,0
390,baseline,Stabilizer,196200,300,1000,true,0
391,baseline,,3910500900,500900,100,false,300900
391,baseline,Gripper,274800,200,2300,true,0
391,baseline,Stabilizer,375300,100,2000,true,0
391,baseline,Motor,377100,100,2300,true,0
392,baseline,,3920328100,328100,0,false,128100
392,baseline,Gripper,216800,200,2100,true,0
392,baseline,Motor,375300,200,1500,true,0
392,baseline,Stabilizer,388100,300,2900,true,0
393,baseline,Motor,44900,100,2000,true,0
393,baseline,Gripper,49900,200,2500,true,0
393,baseline,Stabilizer,56400,100,700,true,0
393,baseline,,3930288500,288500,200,false,88500
394,baseline,,3940489600,489600,100,false,289600
394,baseline,Gripper,292600,100,2200,true,0
394,baseline,Motor,348900,100,1800,true,0
394,baseline,Stabilizer,392900,300,6000,true,0
395,baseline,,3950350600,350600,100,false,150600
395,baseline,Gripper,214300,200,3600,true,0
395,baseline,Stabilizer,232300,300,3300,true,0
395,baseline,Motor,346600,400,6100,true,0
396,baseline,,3960619300,619300,0,false,419300
396,baseline,Gripper,83500,200,3100,true,0
396,baseline,Motor,101600,300,2400,true,0
396,baseline,Stabilizer,123900,700,13700,true,0
397,baseline,,3970606800,606800,100,false,406800
397,baseline,Gripper,87000,300,1500,true,0
397,baseline,Stabilizer,97300,400,3200,true,0
397,baseline,Motor,100300,400,2800,true,0
398,baseline,,3980160300,160300,100,true,0
398,baseline,Gripper,68900,200,2300,true,0
398,baseline,Motor,87200,100,1400,true,0
398,baseline,Stabilizer,104100,300,1700,true,0
399,baseline,,3990396000,396000,200,false,196000
399,baseline,Gripper,210800,56300,2900,true,0
399,baseline,Stabilizer,249600,166500,1800,true,0
399,baseline,Motor,399800,299000,1600,true,0
400,baseline,,4000458700,458700,100,false,258700
400,baseline,Gripper,212600,400,4300,true,0
400,baseline,Motor,223200,300,2200,true,0
400,baseline,Stabilizer,230100,300,6900,true,0
401,baseline,,4010537700,537700,100,false,337700
401,baseline,Stabilizer,407800,300,2900,true,0
401,baseline,Gripper,407800,300,2900,true,0
401,baseline,Motor,487000,300,2900,true,0
402,baseline,,4020636900,636900,100,false,436900
402,baseline,Motor,140200,600,2600,true,0
402,baseline,Gripper,143500,400,2500,true,0
402,baseline,Stabilizer,154400,100,600,true,0
403,baseline,,4030677000,677000,100,false,477000
403,baseline,Gripper,262000,300,3100,true,0
403,baseline,Motor,273000,100,1000,true,0
