cycle_id,mode,actuator,total_latency_ns,processing_time_ns,lock_wait_ns,deadline_met,lateness_ns
503,baseline,,5030547500,547500,100,false,347500
503,baseline,Gripper,67200,400,2300,true,0
503,baseline,Motor,90400,200,5300,true,0
503,baseline,Stabilizer,102200,100,800,true,0
504,baseline,Motor,45900,300,2700,true,0
504,baseline,Gripper,47800,300,2800,true,0
504,baseline,Stabilizer,56000,200,800,true,0
504,baseline,,5040210500,210500,100,false,10500
505,baseline,,5050809100,809100,100,false,609100
505,baseline,Gripper,66000,400,3500,true,0
505,baseline,Motor,69600,200,2000,true,0
505,baseline,Stabilizer,76900,100,800,true,0
506,baseline,,5060504000,504000,300,false,304000
506,baseline,Stabilizer,346700,600,20200,true,0
506,baseline,Gripper,376100,900,7200,true,0
506,baseline,Motor,458200,400,5200,true,0
507,baseline,,5070233300,233300,100,false,33300
507,baseline,Stabilizer,227600,300,2000,true,0
507,baseline,Gripper,371200,200,2100,true,0
507,baseline,Motor,420600,200,2600,true,0
508,baseline,,5080600200,600200,100,false,400200
508,baseline,Gripper,302800,200,2200,true,0
508,baseline,Motor,385100,200,2100,true,0
508,baseline,Stabilizer,440500,300,4900,true,0
509,baseline,,5090314300,314300,100,false,114300
509,baseline,Gripper,162200,200,1800,true,0
509,baseline,Motor,170600,300,2200,true,0
509,baseline,Stabilizer,178600,100,1700,true,0
510,baseline,,5100382900,382900,100,false,182900
510,baseline,Stabilizer,190700,200,2300,true,0
510,baseline,Gripper,304000,100,2300,true,0
510,baseline,Motor,306600,200,3000,true,0
511,baseline,,5110823800,823800,200,false,623800
511,baseline,Gripper,175100,800,2400,true,0
511,baseline,Stabilizer,239900,400,4500,true,0
511,baseline,Motor,344600,500,3600,true,0
512,baseline,,5120330300,330300,100,false,130300
512,baseline,Gripper,136200,200,3300,true,0
512,baseline,Motor,136100,300,3100,true,0
512,baseline,Stabilizer,139900,200,2300,true,0
513,baseline,,5130551700,551700,100,false,351700
513,baseline,Stabilizer,163700,300,2800,true,0
513,baseline,Gripper,282400,100,2100,true,0
513,baseline,Motor,346100,200,1700,true,0
514,baseline,,5140537300,537300,100,false,337300
514,baseline,Gripper,410700,400,2700,true,0
514,baseline,Motor,522400,300,3100,true,0
514,baseline,Stabilizer,551000,300,1800,true,0
515,baseline,,5150328600,328600,100,false,128600
515,baseline,Stabilizer,165200,600,2300,true,0
515,baseline,Gripper,215100,300,2900,true,0
515,baseline,Motor,352000,200,2300,true,0
516,baseline,,5160638800,638800,100,false,438800
516,baseline,Motor,254700,300,4300,true,0
516,baseline,Stabilizer,259100,500,3400,true,0
516,baseline,Gripper,313600,500,12400,true,0
517,baseline,,5170207000,207000,100,false,7000
517,baseline,Gripper,191700,200,2700,true,0
517,baseline,Motor,202100,100,700,true,0
517,baseline,Stabilizer,209400,100,700,true,0
518,baseline,,5180476700,476700,100,false,276700
518,baseline,Motor,210800,200,6500,true,0
518,baseline,Stabilizer,219700,100,800,true,0
518,baseline,Gripper,296400,200,2300,true,0
519,baseline,,5190352800,352800,300,false,152800
519,baseline,Gripper,336300,206100,3100,true,0
519,baseline,Motor,665600,12900,1700,true,0
519,baseline,Stabilizer,698600,7000,900,true,0
520,baseline,,5200390600,390600,100,false,190600
520,baseline,Motor,140300,300,1500,true,0
520,baseline,Gripper,141300,300,2100,true,0
520,baseline,Stabilizer,154900,100,900,true,0
521,baseline,Gripper,74900,300,3500,true,0
521,baseline,Motor,90100,0,1200,true,0
521,baseline,Stabilizer,100500,0,1000,true,0
521,baseline,,5210523600,523600,100,false,323600
522,baseline,,5220494900,494900,100,false,294900
522,baseline,Motor,213500,200,2500,true,0
522,baseline,Gripper,299500,200,2100,true,0
522,baseline,Stabilizer,355000,200,2400,true,0
523,baseline,,5230567900,567900,100,false,367900
523,baseline,Gripper,67900,300,2400,true,0
523,baseline,Motor,78400,100,900,true,0
523,baseline,Stabilizer,86600,100,800,true,0
524,baseline,,5240365500,365500,100,false,165500
524,baseline,Stabilizer,88300,200,2500,true,0
524,baseline,Motor,88300,500,3400,true,0
524,baseline,Gripper,91700,400,4300,true,0
525,baseline,,5250356500,356500,200,false,156500
525,baseline,Gripper,66100,400,3300,true,0
525,baseline,Motor,73100,200,1400,true,0
525,baseline,Stabilizer,81800,200,1800,true,0
526,baseline,,5260453100,453100,400,false,253100
526,baseline,Gripper,103700,600,4900,true,0
526,baseline,Stabilizer,116400,300,3700,true,0
526,baseline,Motor,128500,400,3200,true,0
527,baseline,,5270354200,354200,200,false,154200
527,baseline,Gripper,87700,300,2600,true,0
527,baseline,Motor,94500,200,1600,true,0
527,baseline,Stabilizer,98900,200,2400,true,0
528,baseline,,5280194100,194100,100,true,0
528,baseline,Motor,53000,200,1600,true,0
528,baseline,Stabilizer,76900,0,1700,true,0
528,baseline,Gripper,78900,400,2500,true,0
529,baseline,Gripper,85000,700,6100,true,0
529,baseline,,5290711200,711200,300,false,511200
529,baseline,Motor,93200,400,4100,true,0
529,baseline,Stabilizer,100700,300,1700,true,0
530,baseline,,5300576500,576500,100,false,376500
530,baseline,Stabilizer,301900,300,2500,true,0
530,baseline,Gripper,301900,300,2400,true,0
530,baseline,Motor,326300,200,2700,true,0
531,baseline,,5310501300,501300,0,false,301300
531,baseline,Gripper,232600,500,3900,true,0
531,baseline,Stabilizer,298000,500,4800,true,0
531,baseline,Motor,385300,400,3500,true,0
532,baseline,,5320613200,613200,0,false,413200
532,baseline,Gripper,196700,200,1000,true,0
532,baseline,Stabilizer,271600,200,3000,true,0
532,baseline,Motor,360300,200,2200,true,0
533,baseline,,5330630300,630300,200,false,430300
533,baseline,Gripper,60400,300,3100,true,0
533,baseline,Stabilizer,61000,200,1500,true,0
533,baseline,Motor,68800,200,2500,true,0
534,baseline,,5340171000,171000,100,true,0
534,baseline,Motor,49800,200,1500,true,0
534,baseline,Gripper,57100,400,3000,true,0
534,baseline,Stabilizer,57500,200,1700,true,0
535,baseline,,5350761800,761800,100,false,561800
535,baseline,Motor,290800,300,2300,true,0
535,baseline,Gripper,323400,200,2700,true,0
535,baseline,Stabilizer,325200,200,4500,true,0
536,baseline,,5360465800,465800,100,false,265800
536,baseline,Gripper,195000,400,5200,true,0
536,baseline,Motor,203100,500,9300,true,0
536,baseline,Stabilizer,206000,300,1900,true,0
537,baseline,,5370398100,398100,100,false,198100
537,baseline,Gripper,320200,200,2300,true,0
537,baseline,Motor,396600,200,2400,true,0
537,baseline,Stabilizer,399300,200,2800,true,0
538,baseline,,5380512100,512100,3500,false,312100
538,baseline,Gripper,92500,300,2700,true,0
538,baseline,Stabilizer,104100,100,900,true,0
538,baseline,Motor,110000,400,2400,true,0
539,baseline,,5390415100,415100,100,false,215100
539,baseline,Motor,231500,52400,10100,true,0
539,baseline,Gripper,314700,71700,3300,true,0
539,baseline,Stabilizer,398200,207400,3400,true,0
540,baseline,,5400269300,269300,100,false,69300
540,baseline,Stabilizer,341000,200,2700,true,0
540,baseline,Gripper,445000,200,2100,true,0
540,baseline,Motor,509400,300,2800,true,0
541,baseline,,5410602400,602400,100,false,402400
541,baseline,Gripper,222400,400,4600,true,0
541,baseline,Stabilizer,240100,500,3900,true,0
541,baseline,Motor,242800,400,3100,true,0
542,baseline,,5420638200,638200,0,false,438200
542,baseline,Gripper,273500,3900,17800,true,0
542,baseline,Stabilizer,362100,200,2400,true,0
542,baseline,Motor,387200,200,2200,true,0
543,baseline,,5430561900,561900,100,false,361900
543,baseline,Stabilizer,144900,300,2300,true,0
543,baseline,Motor,277800,1000,7900,true,0
543,baseline,Gripper,345100,200,6200,true,0
544,baseline,Gripper,78500,300,4400,true,0
544,baseline,Motor,95800,400,4600,true,0
544,baseline,Stabilizer,100000,200,1600,true,0
544,baseline,,5440232500,232500,200,false,32500
545,baseline,,5450554000,554000,100,false,354000
545,baseline,Gripper,191500,200,2100,true,0
545,baseline,Motor,200000,200,2200,true,0
545,baseline,Stabilizer,215400,0,13900,true,0
546,baseline,,5460337300,337300,100,false,137300
546,baseline,Motor,275000,800,5100,true,0
546,baseline,Stabilizer,275700,700,5000,true,0
546,baseline,Gripper,386900,300,4500,true,0
547,baseline,Gripper,32600,300,2900,true,0
547,baseline,,5470208300,208300,100,false,8300
547,baseline,Stabilizer,45900,200,1700,true,0
547,baseline,Motor,155200,200,2100,true,0
548,baseline,,5480458100,458100,100,false,258100
548,baseline,Motor,214100,200,2400,true,0
548,baseline,Stabilizer,230700,300,3800,true,0
548,baseline,Gripper,291000,300,2600,true,0
549,baseline,Gripper,102400,800,5500,true,0
549,baseline,Motor,119500,100,1300,true,0
549,baseline,,5490374400,374400,200,false,174400
549,baseline,Stabilizer,200800,500,3500,true,0
550,baseline,,5500838100,838100,100,false,638100
550,baseline,Gripper,304700,200,2500,true,0
550,baseline,Motor,399100,200,2500,true,0
550,baseline,Stabilizer,408900,400,3400,true,0
551,baseline,,5510586700,586700,0,false,386700
551,baseline,Stabilizer,291000,3100,21600,true,0
551,baseline,Gripper,339500,600,5000,true,0
551,baseline,Motor,415500,300,3500,true,0
552,baseline,,5520656100,656100,100,false,456100
552,baseline,Stabilizer,191400,200,2100,true,0
552,baseline,Motor,193100,400,2700,true,0
552,baseline,Gripper,193700,200,2100,true,0
553,baseline,,5530752000,752000,200,false,552000
553,baseline,Stabilizer,169200,300,3100,true,0
553,baseline,Motor,178900,400,3200,true,0
553,baseline,Gripper,297900,200,2700,true,0
554,baseline,Gripper,97200,400,4100,true,0
554,baseline,Motor,115900,100,1700,true,0
554,baseline,Stabilizer,148300,400,3100,true,0
554,baseline,,5540403000,403000,100,false,203000
555,baseline,,5550459100,459100,100,false,259100
555,baseline,Gripper,90300,300,3900,true,0
555,baseline,Motor,91100,100,1500,true,0
555,baseline,Stabilizer,95300,100,1500,true,0
556,baseline,,5560428400,428400,100,false,228400
556,baseline,Gripper,117500,400,4200,true,0
556,baseline,Stabilizer,124600,200,1300,true,0
556,baseline,Motor,130400,100,5500,true,0
557,baseline,,5570716000,716000,100,false,516000
557,baseline,Stabilizer,223900,200,1700,true,0
557,baseline,Gripper,302600,200,2200,true,0
557,baseline,Motor,431300,300,2700,true,0
558,baseline,,5580484600,484600,100,false,284600
558,baseline,Gripper,207000,300,2100,true,0
558,baseline,Motor,272800,200,2200,true,0
558,baseline,Stabilizer,378700,400,3000,true,0
559,baseline,,5590665500,665500,100,false,465500
559,baseline,Gripper,237400,53400,2400,true,0
559,baseline,Stabilizer,265300,73800,1100,true,0
559,baseline,Motor,347900,19700,4100,true,0
560,baseline,,5600325500,325500,100,false,125500
560,baseline,Gripper,255000,200,1500,true,0
560,baseline,Stabilizer,267800,200,2500,true,0
560,baseline,Motor,316300,100,1900,true,0
561,baseline,,5610416300,416300,300,false,216300
561,baseline,Motor,309400,300,2900,true,0
561,baseline,Stabilizer,337700,100,1500,true,0
561,baseline,Gripper,341100,400,2700,true,0
562,baseline,,5620249100,249100,0,false,49100
562,baseline,Gripper,218900,4100,2600,true,0
562,baseline,Motor,228800,100,800,true,0
562,baseline,Stabilizer,235600,100,800,true,0
563,baseline,,5630531500,531500,400,false,331500
563,baseline,Motor,202500,400,2800,true,0
563,baseline,Gripper,204000,300,3500,true,0
563,baseline,Stabilizer,418200,700,6300,true,0
564,baseline,,5640176100,176100,100,true,0
564,baseline,Gripper,122200,200,1400,true,0
564,baseline,Motor,301500,300,3300,true,0
564,baseline,Stabilizer,338600,200,3100,true,0
565,baseline,,5650168600,168600,300,true,0
565,baseline,Gripper,252100,300,1000,true,0
565,baseline,Stabilizer,385200,300,3000,true,0
565,baseline,Motor,433300,100,2100,true,0
566,baseline,,5660458200,458200,0,false,258200
566,baseline,Motor,191300,300,2300,true,0
566,baseline,Stabilizer,205000,200,2200,true,0
566,baseline,Gripper,235900,1000,7700,true,0
567,baseline,,5670532600,532600,300,false,332600
567,baseline,Gripper,60100,200,2900,true,0
567,baseline,Motor,69500,100,1500,true,0
567,baseline,Stabilizer,76300,100,900,true,0
568,baseline,,5680439400,439400,100,false,239400
568,baseline,Gripper,73900,200,1100,true,0
568,baseline,Motor,80300,200,2700,true,0
568,baseline,Stabilizer,120900,100,1500,true,0
569,baseline,,5690454700,454700,100,false,254700
569,baseline,Motor,193600,300,3400,true,0
569,baseline,Stabilizer,211100,200,1400,true,0
569,baseline,Gripper,296900,300,4200,true,0
570,baseline,,5700624200,624200,200,false,424200
570,baseline,Stabilizer,349500,300,2800,true,0
570,baseline,Gripper,385600,300,6300,true,0
570,baseline,Motor,451400,200,2100,true,0
571,baseline,,5710456800,456800,0,false,256800
571,baseline,Gripper,95700,100,1100,true,0
571,baseline,Stabilizer,247600,300,3500,true,0
571,baseline,Motor,282100,200,2500,true,0
572,baseline,Gripper,76700,300,2800,true,0
572,baseline,,5721015600,1015600,100,false,815600
572,baseline,Motor,87800,0,900,true,0
572,baseline,Stabilizer,100600,200,1300,true,0
573,baseline,Gripper,56300,200,3900,true,0
573,baseline,Motor,60100,200,2600,true,0
573,baseline,,5730432200,432200,0,false,232200
573,baseline,Stabilizer,68800,100,900,true,0
574,baseline,Gripper,70300,300,4200,true,0
574,baseline,Stabilizer,71100,400,3000,true,0
574,baseline,,5740685500,685500,400,false,485500
574,baseline,Motor,255900,300,3900,true,0
575,baseline,,5750326300,326300,100,false,126300
575,baseline,Stabilizer,198800,300,6300,true,0
575,baseline,Motor,247500,1100,8300,true,0
575,baseline,Gripper,303100,2400,3300,true,0
576,baseline,,5760634600,634600,100,false,434600
576,baseline,Motor,112800,300,1600,true,0
576,baseline,Stabilizer,114900,100,1000,true,0
576,baseline,Gripper,122900,300,2500,true,0
577,baseline,,5770531400,531400,100,false,331400
577,baseline,Gripper,72500,300,19900,true,0
577,baseline,Motor,82400,300,3000,true,0
577,baseline,Stabilizer,123600,300,2700,true,0
578,baseline,,5780615600,615600,0,false,415600
578,baseline,Gripper,189900,200,2600,true,0
578,baseline,Motor,340000,200,2700,true,0
578,baseline,Stabilizer,361000,300,2900,true,0
579,baseline,,5790283200,283200,0,false,83200
579,baseline,Gripper,280400,17500,15300,true,0
579,baseline,Stabilizer,331200,55300,1900,true,0
579,baseline,Motor,460700,70900,2200,true,0
580,baseline,,5800672000,672000,100,false,472000
580,baseline,Gripper,261000,200,2800,true,0
580,baseline,Motor,320700,200,3000,true,0
580,baseline,Stabilizer,345300,400,3400,true,0
581,baseline,,5810352400,352400,100,false,152400
581,baseline,Gripper,68000,400,3200,true,0
581,baseline,Stabilizer,84200,100,1000,true,0
581,baseline,Motor,92800,300,2200,true,0
582,baseline,,5820205000,205000,100,false,5000
582,baseline,Gripper,82400,300,3000,true,0
582,baseline,Stabilizer,149900,300,2800,true,0
582,baseline,Motor,156700,300,2700,true,0
583,baseline,,5830715400,715400,100,false,515400
583,baseline,Gripper,230500,400,3000,true,0
583,baseline,Stabilizer,242800,0,900,true,0
583,baseline,Motor,243500,200,2000,true,0
584,baseline,,5840502600,502600,100,false,302600
584,baseline,Gripper,242100,300,1900,true,0
584,baseline,Stabilizer,269400,400,4800,true,0
584,baseline,Motor,410000,400,3600,true,0
585,baseline,,5850836400,836400,0,false,636400
585,baseline,Gripper,148800,300,3300,true,0
585,baseline,Motor,149600,100,1600,true,0
585,baseline,Stabilizer,149600,200,1600,true,0
586,baseline,,5860616100,616100,100,false,416100
586,baseline,Stabilizer,400100,400,2800,true,0
586,baseline,Gripper,400100,300,2800,true,0
586,baseline,Motor,424300,300,2400,true,0
587,baseline,Gripper,35600,200,2400,true,0
587,baseline,Motor,43900,100,800,true,0
587,baseline,Stabilizer,51200,200,800,true,0
587,baseline,,5870486100,486100,100,false,286100
588,baseline,,5880638300,638300,100,false,438300
588,baseline,Motor,209200,200,3100,true,0
588,baseline,Stabilizer,211900,400,2300,true,0
588,baseline,Gripper,213600,300,3000,true,0
589,baseline,,5890394800,394800,100,false,194800
589,baseline,Stabilizer,262000,400,4200,true,0
589,baseline,Motor,294300,2900,14500,true,0
589,baseline,Gripper,363300,3900,3800,true,0
590,baseline,,5900327700,327700,100,false,127700
590,baseline,Stabilizer,83600,300,2700,true,0
590,baseline,Motor,86200,300,2300,true,0
590,baseline,Gripper,94000,200,12700,true,0
591,baseline,,5910620000,620000,0,false,420000
591,baseline,Gripper,239000,200,2400,true,0
591,baseline,Stabilizer,303100,200,2500,true,0
591,baseline,Motor,449100,200,2900,true,0
592,baseline,Gripper,61200,500,3000,true,0
592,baseline,Motor,63400,200,1900,true,0
592,baseline,Stabilizer,64100,300,2600,true,0
592,baseline,,5920591600,591600,100,false,391600
593,baseline,,5930251000,251000,100,false,51000
593,baseline,Stabilizer,293600,3800,19300,true,0
593,baseline,Motor,340300,300,2900,true,0
593,baseline,Gripper,385700,200,2600,true,0
594,baseline,,5940329700,329700,200,false,129700
594,baseline,Motor,153200,100,6300,true,0
594,baseline,Stabilizer,201300,600,54800,true,0
594,baseline,Gripper,285400,400,5800,true,0
595,baseline,,5950456700,456700,100,false,256700
595,baseline,Gripper,58000,200,3200,true,0
595,baseline,Stabilizer,83500,100,1900,true,0
595,baseline,Motor,88500,100,16100,true,0
596,baseline,Gripper,107500,200,2700,true,0
596,baseline,Motor,115900,300,2600,true,0
596,baseline,Stabilizer,120700,300,2400,true,0
596,baseline,,5960609500,609500,100,false,409500
597,baseline,,5970293300,293300,0,false,93300
597,baseline,Motor,98900,300,2500,true,0
597,baseline,Gripper,99000,100,2200,true,0
597,baseline,Stabilizer,128800,200,1500,true,0
598,baseline,,5980151400,151400,100,true,0
598,baseline,Stabilizer,170900,300,2300,true,0
598,baseline,Gripper,277800,300,6400,true,0
598,baseline,Motor,360700,400,3500,true,0
599,baseline,,5990661300,661300,0,false,461300
599,baseline,Motor,471500,41900,2500,true,0
599,baseline,Gripper,687800,29800,2500,true,0
599,baseline,Stabilizer,843300,412200,1900,true,0
600,baseline,,6000237800,237800,100,false,37800
600,baseline,Gripper,235600,300,2400,true,0
600,baseline,Motor,235800,200,2600,true,0
600,baseline,Stabilizer,243500,300,2400,true,0
601,baseline,Gripper,52300,400,2700,true,0
601,baseline,Stabilizer,63500,200,2400,true,0
601,baseline,,6010387400,387400,100,false,187400
601,baseline,Motor,76500,300,2700,true,0
602,baseline,,6020385700,385700,100,false,185700
602,baseline,Gripper,134000,600,2200,true,0
602,baseline,Motor,146300,100,1100,true,0
602,baseline,Stabilizer,157500,200,1300,true,0
603,baseline,,6030458600,458600,200,false,258600
603,baseline,Gripper,239800,900,10000,true,0
603,baseline,Stabilizer,255500,500,2900,true,0
603,baseline,Motor,329800,200,2300,true,0
604,baseline,,6040358800,358800,200,false,158800
604,baseline,Gripper,99700,600,5000,true,0
604,baseline,Stabilizer,124000,100,1400,true,0
604,baseline,Motor,128900,600,4700,true,0
605,baseline,,6051050600,1050600,100,false,850600
605,baseline,Motor,284500,200,3300,true,0
605,baseline,Gripper,287800,300,3000,true,0
605,baseline,Stabilizer,406900,300,3400,true,0
606,baseline,,6060740800,740800,100,false,540800
606,baseline,Motor,67700,400,5400,true,0
606,baseline,Stabilizer,81400,400,3900,true,0
606,baseline,Gripper,219700,300,3700,true,0
607,baseline,,6070445500,445500,200,false,245500
607,baseline,Gripper,102800,500,3200,true,0
607,baseline,Motor,115000,400,3800,true,0
607,baseline,Stabilizer,145000,200,2700,true,0
608,baseline,,6080357800,357800,100,false,157800
608,baseline,Motor,263300,200,2600,true,0
608,baseline,Stabilizer,314300,400,4200,true,0
608,baseline,Gripper,318000,200,3400,true,0
609,baseline,,6090293200,293200,0,false,93200
609,baseline,Gripper,281400,200,6100,true,0
609,baseline,Motor,305300,300,3100,true,0
609,baseline,Stabilizer,328200,400,21700,true,0
610,baseline,Stabilizer,80400,100,1600,true,0
610,baseline,Gripper,80900,300,3000,true,0
610,baseline,,6100500700,500700,200,false,300700
610,baseline,Motor,92800,200,2000,true,0
611,baseline,,6110279700,279700,0,false,79700
611,baseline,Gripper,162700,300,1600,true,0
611,baseline,Motor,326500,200,2800,true,0
611,baseline,Stabilizer,337000,300,2700,true,0
612,baseline,,6120827100,827100,100,false,627100
612,baseline,Gripper,330900,300,3500,true,0
612,baseline,Motor,430400,400,3600,true,0
612,baseline,Stabilizer,466500,600,6500,true,0
613,baseline,,6130566900,566900,100,false,366900
613,baseline,Motor,178600,500,2200,true,0
613,baseline,Gripper,260600,200,2400,true,0
613,baseline,Stabilizer,270200,300,4900,true,0
614,baseline,,6140682400,682400,100,false,482400
614,baseline,Motor,194500,300,1600,true,0
614,baseline,Gripper,361600,700,4800,true,0
614,baseline,Stabilizer,378800,300,4000,true,0
615,baseline,,6150250800,250800,0,false,50800
615,baseline,Gripper,149900,100,4700,true,0
615,baseline,Motor,296700,200,1700,true,0
615,baseline,Stabilizer,370500,200,1900,true,0
616,baseline,,6160528900,528900,100,false,328900
616,baseline,Motor,143700,300,1200,true,0
616,baseline,Gripper,145600,200,2600,true,0
616,baseline,Stabilizer,301000,200,1900,true,0
617,baseline,,6170506400,506400,100,false,306400
617,baseline,Motor,200800,600,2900,true,0
617,baseline,Gripper,201900,600,3500,true,0
617,baseline,Stabilizer,238300,500,4500,true,0
618,baseline,,6180321200,321200,100,false,121200
618,baseline,Stabilizer,89200,5900,3500,true,0
618,baseline,Gripper,98100,200,1600,true,0
618,baseline,Motor,116400,300,3100,true,0
619,baseline,,6190175200,175200,100,true,0
619,baseline,Gripper,282900,36300,1100,true,0
619,baseline,Motor,395700,30000,2600,true,0
619,baseline,Stabilizer,514300,29400,2200,true,0
620,baseline,,6200469400,469400,0,false,269400
620,baseline,Gripper,448800,200,2000,true,0
620,baseline,Motor,473000,300,1900,true,0
620,baseline,Stabilizer,474900,200,2200,true,0
621,baseline,,6210338600,338600,100,false,138600
621,baseline,Motor,123500,500,15000,true,0
621,baseline,Gripper,200700,300,2300,true,0
621,baseline,Stabilizer,262600,300,3100,true,0
622,baseline,Gripper,135600,600,3400,true,0
622,baseline,Motor,157700,300,1900,true,0
622,baseline,,6220306500,306500,500,false,106500
622,baseline,Stabilizer,185100,600,3300,true,0
623,baseline,,6230400200,400200,400,false,200200
623,baseline,Motor,404900,1400,15300,true,0
623,baseline,Stabilizer,426700,1000,7900,true,0
623,baseline,Gripper,511900,900,10600,true,0
624,baseline,,6240429900,429900,0,false,229900
624,baseline,Gripper,208700,200,1500,true,0
624,baseline,Motor,385200,200,3500,true,0
624,baseline,Stabilizer,398900,300,3000,true,0
625,baseline,Gripper,53900,200,2900,true,0
625,baseline,Stabilizer,56400,300,2200,true,0
625,baseline,,6250456600,456600,300,false,256600
625,baseline,Motor,80300,200,2300,true,0
626,baseline,,6260356800,356800,100,false,156800
626,baseline,Gripper,308700,200,2400,true,0
626,baseline,Motor,399700,200,2400,true,0
626,baseline,Stabilizer,403800,300,3200,true,0
627,baseline,,6270548300,548300,200,false,348300
627,baseline,Gripper,403200,400,8300,true,0
627,baseline,Motor,468100,400,10800,true,0
627,baseline,Stabilizer,473900,2900,7200,true,0
628,baseline,,6280526000,526000,100,false,326000
628,baseline,Gripper,233800,200,2200,true,0
628,baseline,Motor,297300,200,2300,true,0
628,baseline,Stabilizer,300000,300,3100,true,0
629,baseline,,6290480500,480500,100,false,280500
629,baseline,Motor,79500,200,800,true,0
629,baseline,Gripper,93100,300,9700,true,0
629,baseline,Stabilizer,148700,300,3400,true,0
630,baseline,,6300396700,396700,100,false,196700
630,baseline,Gripper,148100,100,1300,true,0
630,baseline,Stabilizer,158300,100,600,true,0
630,baseline,Motor,382600,200,20300,true,0
631,baseline,,6310603700,603700,200,false,403700
631,baseline,Gripper,165000,400,1600,true,0
631,baseline,Stabilizer,180100,100,1100,true,0
631,baseline,Motor,302900,400,7700,true,0
632,baseline,,6320343300,343300,100,false,143300
632,baseline,Motor,209800,300,2900,true,0
632,baseline,Stabilizer,226500,0,1000,true,0
632,baseline,Gripper,352400,400,9300,true,0
633,baseline,,6330231200,231200,100,false,31200
633,baseline,Stabilizer,229500,500,4100,true,0
633,baseline,Gripper,296700,400,3400,true,0
633,baseline,Motor,375800,300,3000,true,0
634,baseline,,6340467300,467300,100,false,267300
634,baseline,Motor,231200,200,2200,true,0
634,baseline,Stabilizer,246500,200,1000,true,0
634,baseline,Gripper,331600,200,2300,true,0
635,baseline,Gripper,51000,300,3000,true,0
635,baseline,Stabilizer,63800,100,500,true,0
635,baseline,Motor,75000,300,26200,true,0
635,baseline,,6350286100,286100,200,false,86100
636,baseline,,6360763200,763200,100,false,563200
636,baseline,Gripper,77500,300,1500,true,0
636,baseline,Stabilizer,81800,200,1900,true,0
636,baseline,Motor,263600,100,1100,true,0
637,baseline,,6370415900,415900,100,false,215900
637,baseline,Stabilizer,96500,500,3700,true,0
637,baseline,Motor,99700,200,1700,true,0
637,baseline,Gripper,99500,400,4000,true,0
638,baseline,,6380441100,441100,100,false,241100
638,baseline,Motor,201600,200,1400,true,0
638,baseline,Stabilizer,216400,200,700,true,0
638,baseline,Gripper,219400,300,3900,true,0
639,baseline,,6390635700,635700,100,false,435700
639,baseline,Gripper,287600,17100,1600,true,0
639,baseline,Stabilizer,305100,12100,2200,true,0
639,baseline,Motor,336800,36400,1600,true,0
640,baseline,,6400742600,742600,0,false,542600
640,baseline,Gripper,342300,200,2200,true,0
640,baseline,Motor,350600,300,1500,true,0
640,baseline,Stabilizer,352300,100,1100,true,0
641,baseline,,6410642300,642300,100,false,442300
641,baseline,Gripper,187900,200,1300,true,0
641,baseline,Stabilizer,204200,300,2500,true,0
641,baseline,Motor,360400,100,1700,true,0
642,baseline,,6420441100,441100,100,false,241100
642,baseline,Gripper,227100,300,1700,true,0
642,baseline,Stabilizer,247600,100,1300,true,0
642,baseline,Motor,267700,800,5200,true,0
643,baseline,,6430464300,464300,0,false,264300
643,baseline,Gripper,65000,100,1300,true,0
643,baseline,Stabilizer,74400,100,700,true,0
643,baseline,Motor,142700,100,1900,true,0
644,baseline,Stabilizer,41100,500,2500,true,0
644,baseline,,6440405000,405000,100,false,205000
644,baseline,Motor,164100,300,4000,true,0
644,baseline,Gripper,230300,100,1800,true,0
645,baseline,Gripper,119700,200,1800,true,0
645,baseline,Motor,125200,500,36800,true,0
645,baseline,,6450331700,331700,300,false,131700
645,baseline,Stabilizer,246600,200,2200,true,0
646,baseline,,6460732300,732300,100,false,532300
646,baseline,Motor,64500,200,15400,true,0
646,baseline,Gripper,64400,300,17000,true,0
646,baseline,Stabilizer,75600,100,800,true,0
647,baseline,Motor,85200,300,4900,true,0
647,baseline,Gripper,85700,500,5800,true,0
647,baseline,Stabilizer,116900,100,1100,true,0
647,baseline,,6470522700,522700,100,false,322700
648,baseline,Gripper,135100,700,6700,true,0
648,baseline,,6485823600,5823600,400,false,5623600
648,baseline,Stabilizer,143200,500,5200,true,0
648,baseline,Motor,145900,400,6200,true,0
649,baseline,Gripper,98200,600,5100,true,0
649,baseline,Motor,111500,100,1300,true,0
649,baseline,Stabilizer,120600,100,1400,true,0
649,baseline,,6490696300,696300,100,false,496300
650,baseline,Gripper,80000,300,7300,true,0
650,baseline,Motor,96400,100,1500,true,0
650,baseline,Stabilizer,108300,100,1400,true,0
650,baseline,,6502382300,2382300,1400,false,2182300
651,baseline,,6510625900,625900,300,false,425900
651,baseline,Gripper,99500,200,4500,true,0
651,baseline,Motor,106200,300,2800,true,0
651,baseline,Stabilizer,106700,200,2900,true,0
652,baseline,,6520238800,238800,200,false,38800
652,baseline,Motor,142300,500,3100,true,0
652,baseline,Stabilizer,146100,500,6500,true,0
652,baseline,Gripper,147400,500,7700,true,0
653,baseline,,6530139500,139500,100,true,0
653,baseline,Motor,70900,200,1900,true,0
653,baseline,Gripper,72400,400,3600,true,0
653,baseline,Stabilizer,125000,300,38600,true,0
654,baseline,,6540505300,505300,300,false,305300
654,baseline,Gripper,88500,400,4000,true,0
